asin	question	answer	category	imUrl	reviews	annotation_score
B00CBSMYKI	  Does the stroller come with bassinet carseat and sit up part? 	  The bassinet turns into a sit up seat. You provide the carseat and the stroller comes with a somewhat universal adaptor for it. I used a graco infant carseat. 	Baby	http://ecx.images-amazon.com/images/I/41sTpjBYGeL._SY300_.jpg	"['The stroller comes with a padded infant insert for extra comfort.', 'They sent me a new stroller frame and new wheels.', 'You can choose what car seat you want.. and its more then likely to work with this stroller (of course just double check!', 'The main features that attracted me were the pram and car seat adapter option.', 'I had to take the seat off the stroller and pack them separately, just to get it in the trunk.', ""The car-seat adapter, which I wasn't planning to use when I bought it, turned out to be great!!"", 'Stroller is compatible with various carseats.', 'I liked the reversible seat, the seat convert to pram and the car seat adopter being included all for $400.', 'Includes ample easy access storage basket and foot muff/boot.', 'Converting the stroller from bassinet to regular seat was pretty difficult.5.', 'Things I love:Bassinet: I use the bassinet as a carrycot around the house.', ""I love the bassinet changing into a seat.. i can carry my baby everywhere especially while i'm doing some house chores while he sleeps.."", 'Great stroller!!!', 'I really enjoy the convertible carrycot (bassinet look) as you can take it off and use it solo as well.', 'I was thrilled to learn that the base of this stroller WILL accommodate a click-in carseat/carrier!', 'I opened it and checked everything, loved it but I was going to post this stroller to a foreign country and some features and size did not match their requirements.', 'the straps inside the bassinet would also prevent the baby from being comfortable but im sure that can be remedied by adding a thick blanket inside', 'we lost our original car seat in a car accident and replaced it with a chicco keyfit 30 which is compatible with this stroller', 'this stroller converts from infant car seat carrier to pram to take away carrycot to a stroller all in one', 'i love the bassinet changing into a seat', 'pros reversible seat pram in itself big size wheels big size basketcons bulky to fold along with seat', 'we have only used the stroller barely 7 months and the wheels are resisting pushing', 'the foamits a bare uncovered gray foam insert inside the bassinet seems cheap and flimsy and really uncomfortable']"	[[3, 1, 1], [3, 0, 3], [2, 3, 1], [1, 3, 1], [3, 1, 1], [2, 1, 2], [1, 0, 0], [1, 1, 2], [0, 1, 1], [1, 1, 2], [1, 3, 1], [2, 3, 1], [1, 0, 0], [0, 2, 2], [1, 3, 2], [3, 1, 1], [0, 0, 2], [1, 1, 2], [1, 2, 2], [2, 1, 1], [1, 0, 0], [0, 0, 1], [1, 0, 1]]
B006ZISTS6	  Can you tell me if this playard has a chemical or plastic smell? 	  No 	Baby	http://ecx.images-amazon.com/images/I/41ja5MbwzoL._SY300_.jpg	"['In fact I almost sent it back because of the smell.', 'The only reason I took one star off was because it smells like a very strong chemical.', 'It still smells a little after using it  for weeks.', ""This much cheaper play yard doesn't smell and is perfect for my 3 mo old and will easily be in use through his 1st birthday."", 'Easy to set up, very sturdy and no chemical smell.', 'This is a quality product.', 'I had thought of buying a Graco but too many of the reviews complained of a chemical smell.', 'Great product!', 'User friendly.', 'I bought this product at a local store and liked it so much that I decided to buy another for my in-laws house, but it was actually cheaper to buy it on Amazon.', 'This play yard is one of the worst products I have ever bought.', 'This playpen is a playpen.', 'Love this play yard!', 'No frills play yard that is very good for the price.', 'as she gets older we have discovered that there are many things you can do with a quality pack n play like this', 'setting it up and taking it down the first time can be trying but once you get the hang of it it is pretty easy', 'this play yard is great if you want something cute functional and dont need all of the bells and whistles like a changing pad and mobile', 'this play yard is very easy to put together and take apart as long as you read the instructions which are written on the bottom of the play yard', 'for storage the pad wraps around it and you put it all in its storage bag to put in the closet or wherever you will keep it between uses', 'i just needed a simple play yard and it is the perfect and basic one that i can found and purchase', 'please note that you do need to buy a mattress if you plan on letting child sleep in it', 'the only difference i can see is that the wheel base on this one is a little thinner that the other major brandname ones but unless youre going to be wheeling your baby in this thing down a rocky dirt road for ten miles i dont see why it would matter', 'it is very reasonably priced and is easy to move because it has wheels on it', 'i also bought another dream on me 534 spring coil mini crib mattress to use with this play yard and it fits perfectly no gaps at all so baby d wont get suffocated']"	[[2, 2, 1], [3, 3, 3], [3, 3, 2], [1, 3, 3], [2, 3, 3], [0, 0, 1], [3, 1, 2], [1, 0, 0], [0, 0, 0], [0, 1, 0], [1, 0, 3], [3, 0, 0], [1, 0, 1], [1, 1, 3], [1, 0, 0], [1, 0, 1], [0, 2, 0], [1, 1, 0], [1, 0, 2], [0, 3, 1], [0, 3, 1], [0, 1, 0], [0, 1, 0], [0, 0, 0]]
B007W59H82	  is the mattress included 	  No it is not 	Baby	http://ecx.images-amazon.com/images/I/417ZTEPIQzL._SX300_.jpg	"['The problem arose when we placed the crib mattress we purchased, which was a standard size Sealy Cozy Dreams mattress, in the crib.', 'good crib for the price We purchased this item as we were looking for a simple white crib.', ""The crib itself is beautiful and we'll made."", 'As this was unacceptable, seeing as the mattress we had purchased was standard size (even measured with a tape measure), we decided to return the crib and purchase something else.', ""So for the price, it's great!"", 'Once assembled, the crib was sturdy and seemed like it would serve us well.', 'I called Foundations, which apparently owns the Child Craft name, and the only suggestion I was offered was to try another crib mattress.', 'After spending a lot of time looking for a crib for our first child, I finally decided to roll the dice and get this one without seeing it in person.', 'It shipped sooner than expected and was very easy to assemble.', ""So far, we've really enjoyed this crib."", 'Very nice I was very impressed with this crib esp for only paying $120 for it!', 'While the mattress appeared to fit perfectly from the top view, a closer look underneath told a different story as it was very obvious the metal springs were too narrow.', ""In hindsight, this makes complete sense, but it didn't occur to me since I did not see it in person."", 'out of state, I hope it goes together as easy and as well as the web site said.', 'just be aware that the height is measured at the highest point the head and foot of the crib rather than the side railing which is about 5 shorter than the height listed in the description', 'the main reason i bought this crib was for its height', 'even with the slight offset of the spring support bars which were attached to the sides of the spring as opposed to the ends there was simply no way a standard size crib mattress especially one with metal coils was going to fit', 'we did notice a slight odor as other reviews have mentioned but the smell seemed to be coming from the packaging rather than the crib itself', 'in fact the width of the spring set was 25 34 making the metal base 1 34 too narrow']"	[[2, 1, 0], [0, 0, 0], [2, 0, 0], [2, 2, 2], [0, 2, 0], [0, 0, 1], [2, 0, 2], [0, 0, 0], [1, 0, 0], [0, 2, 1], [0, 0, 0], [3, 0, 0], [0, 0, 0], [2, 0, 1], [0, 1, 0], [0, 0, 2], [1, 0, 1], [1, 3, 0], [1, 2, 1]]
B002VBXY5E	  does it swing in two directions 	  Not that I am aware of. I purchased this as a gift for a niece on the east coast. She loves the swing and it has several speed adjustments, but it is my understanding that it swings one direction only. 	Baby	http://ecx.images-amazon.com/images/I/41NrhijF%2B-L._SY300_.jpg	"['The dial is easy to turn and the swing moves smoothly.', 'If it is not swinging correctly, try to adjust the toy bar.', 'It has music and swings back and forth.', 'This swing does not swing.', ""Second, the canopy with the hanging toys doesn't seem to be at a great angle for the baby to look at."", ""I can't raise his the head up the slightest bit because it stops swinging."", 'The second position is way too upright for a small baby.', 'It says that it has two positions.', 'It also performs the function you would expect - it swings.', 'Pros: the swinging motion on the lowest setting is perfect.', 'It has the one position.', 'lol When this swing swings forward it is practically upside down!', 'In my view, there is only one position that this swing can be in and it is fully back.', 'Love this swing!', 'I love this swing & LO does too!', 'I love this swing.', 'We LOVE this swing.', 'i received the item and the rotors on the swing are not functioning properly the swing hardly even does its only function which is to swing', 'this makes the swing fairly useless to me if i want my baby to sleep in the swing during the night because she will wake every hour when the swing automatically shuts off', 'i ordered this swing because i have a daycare in my home and needed a second swing', 'however after using it for a couple days with our newborn the swing didnt swing it just jerked back and forth and the music sounded awful', 'there are two things i do not like about this swing the swing sits very low on the floor and to take the baby in and out you must be careful', 'i already got a full size swing at home starlight papasan cradle swing from fisher price but that swing goes very fast even when i set it to the lowest speed', 'ive bought two of this swing one for my baby girl and another one for a friend so you can tell i really like this swing', 'the swing is made cheaply like a hammock the only thing supporting the baby is a the cloth that covers the swing', 'although the swing does what it says there are a few problems and you should consider them before buying this swing']"	[[1, 1, 2], [0, 0, 1], [1, 3, 0], [3, 1, 3], [1, 0, 0], [1, 2, 0], [2, 3, 2], [2, 2, 2], [2, 1, 1], [1, 1, 0], [3, 3, 1], [2, 3, 1], [3, 3, 2], [0, 0, 3], [0, 1, 0], [0, 0, 0], [1, 0, 0], [1, 2, 3], [0, 1, 1], [2, 2, 0], [2, 2, 1], [0, 3, 0], [0, 2, 1], [0, 3, 1], [0, 1, 2], [0, 1, 0]]
B004GYUD62	  Is the rain cover included? 	  Yes. Prior to 2013 it was sold separately, but now it's included, and it's great! 	Baby	http://ecx.images-amazon.com/images/I/41EY%2BRv2MRL._SY300_.jpg	"['To my surprise it had the rain cover included.', 'Easy to manuever even with one hand!it comes with the rain cover which is excellent.the recline seat level is great enough for my 6 months old baby I used it when he falls asleep during i do the shopping.', 'No cup holders.', 'No storage.', 'The absence of a cupholder can be annoying, extra load in a bag to carry.', ""We also bought the maclaren stroller bag for this- it's quite big for this stroller but it still works well."", 'The only con I see is that the wheels get the canopy a little bit dirty when you fold the stroller down.', 'I would definitely recommend it.', 'I wish the canopy could fall forward because the sun gets in her face.', ""I'm pleased to say that this was a great strolled."", ""It's easy for me to set up and take down."", 'But no biggie!I really recommend this product!', 'I introduced my LO to her new stroller on a  trip to Coney Island, all was well until she realised she was not riding on the bench in the train but in her stroller.', 'it comes with the rain cover which is excellent', 'excelent stroller', 'i love this stroller', 'however she is used to it now and is comfortable', 'i bought this stroller specifically to travel with']"	[[3, 3, 2], [3, 3, 0], [1, 0, 0], [0, 3, 0], [0, 0, 1], [1, 0, 0], [0, 0, 1], [0, 0, 0], [1, 0, 2], [2, 0, 0], [0, 0, 0], [1, 0, 0], [0, 0, 0], [2, 3, 3], [1, 0, 2], [0, 0, 0], [0, 0, 0], [3, 0, 0]]
B007TY48GM	  Can you attach it on the back of the front seat head rest so your front facing child can watch? 	  Yes 	Baby	http://ecx.images-amazon.com/images/I/51lg18TheDL._SY300_.jpg	"[""It's not totally necessary to strap it securely as you can usually just wedge the straps in place by folding the armrest back."", 'My son hates riding in the car, but with this I can put some of his favorite shows on my ipod and play it, I have a small but powerful speaker that hangs from the seat as well so he can hear it all.', 'The only thing is that the strap has to be adjusted every so often.', ""So whatever you do, make sure it's set to go beforehand and won't stop anytime soon."", 'This holder keeps a average size smartphone securely strapped to the center armrest.', 'This does what it needs without much hassle.', 'Works great.', 'The holder lets sounds get through easily enough, so you can show movies or play music.', 'Great for use with Netflix and apps while in the car!', ""It's a bit distracting driving with someone screaming at the top of their lungs."", ""Works wonders on the kid when it's going."", 'My 2 year old nephew uses this every day in the car.', ""I'd recommend this product to anyone with babies and toddlers!"", 'As my baby marches onto her stormy toddlerhood, getting her into the carseat has become a huge task and I would dread it every time.', 'It comes with two adjustable straps, and the longer one can definitely fit any armrest- in fact, it can probably fit around most front seats.', 'however if you have a larger phone like an s3 or a large case like an otterbox on it it might be a really tight fit', 'note that it wont be able to fit some larger phones especially if you have a case on it', 'were not big on keeping the little one glued on electronics but at times it does help a great deal case in point when mommy is driving and nobody can be in the backseat with the baby', 'another note you cant use the touchscreen while the phone is in there', 'my old iphone 3gs fits just right']"	[[1, 2, 1], [1, 1, 0], [0, 2, 1], [1, 0, 0], [2, 1, 1], [3, 1, 0], [1, 0, 0], [1, 3, 2], [1, 2, 0], [0, 1, 0], [1, 0, 2], [0, 3, 1], [0, 1, 0], [1, 1, 1], [3, 3, 3], [0, 0, 2], [0, 0, 1], [3, 3, 1], [0, 2, 1], [0, 3, 3]]
B007VBYVXI	  are these thin, gauzy and big or thick cottony and on the smaller side? 	  These are about 12 inches x 16 inches and thicker than other cloth diapers I've seen. 	Baby	http://ecx.images-amazon.com/images/I/41uEC2zAB-L._SY300_.jpg	"['And the heavyweight diapers are so much better than the regular gauze.', 'Love these as burp cloths!', 'These are great burp cloths!', 'Try green mountain diapers or diaper rite.', ""The 'absorbent' batting in the middle is no comparison to real cotton prefolds, like those from green mountain diapers."", 'These diapers are so nice and absorbent.', ""Gauze diapers are the best because the fabric doesn't pill up."", 'These are great as burp cloths but do not use these as diapers!', 'Best burp cloths ever.', 'These are perfect... they are thick and the perfect size (traditional burp cloths are too small!', 'Yes these are a bit thick, but that is the point of getting the &#34;heavyweight&#34; prefold instead of the regular ones.', 'Fine quality, very thick - but too much so for a burp cloth, which needs to be more pliable.', 'The 3-ply are too thin.', 'They are a good size but not too big and really absorbent!', 'I use them to make burp cloth, perfect size, excellent quality!', ""They're a little heavier than we need for burp cloths though, since our baby only spits up a little - for that we use the lightweight version."", 'we use these as liners for the changing table on top of the fancy changing pad cover and theyre great', 'i use these diapers to make cute burp diapers', 'these are the diapers you want to use for burp cloths', 'i ignored the reviews and bought these to try for cloth diapering because i figured shes going to poop and pee on these they dont need to be great', 'these are heavier stronger than the birdseye ones']"	[[2, 0, 1], [1, 0, 0], [2, 2, 0], [0, 0, 0], [2, 0, 1], [1, 0, 2], [0, 1, 2], [3, 1, 0], [1, 1, 2], [0, 2, 2], [3, 3, 2], [2, 2, 2], [2, 1, 2], [0, 2, 2], [1, 0, 1], [3, 1, 1], [1, 1, 1], [0, 0, 0], [2, 2, 1], [1, 0, 1], [0, 2, 1]]
B002U378JQ	  Will this fit a Britax Advocate? 	  No 	Baby	http://ecx.images-amazon.com/images/I/41Ioa3yTZEL._SY300_.jpg	"['It fits very well on my Graco brand forward-facing car seat.', 'The product fit the car seat and looks great.', 'It does not fit a taller, convertible seat.', 'This fits great on my sons Evenflo toddler car seat!', 'It fit the Britax Marathon seat perfectly.', 'This fit a Cosco Seneca VERY well.', 'Hannah Booth It did not fit well on a Britax Roundabout or a Marathon.', 'Would not fit on a Safety 1st car seat - much too small, wrong shape.', 'We have a Britax Marathon car seat and it works well.', 'This is very cute and fit great over my car seat.', ""We would have totally kept it if it would have fit our Britax Marathon, but it didn't."", 'We have a Britax Marathon and the cover did not account for the belts properly.', 'My main reason for purchase was to easily to take off and wash, the Britax cover was such a pain!', 'I would recommend this to others.', 'Would recommend to a friend!', 'Would not recommend this.', 'the cover does not fit this particular seat well', 'but the did not fit on my car seat', 'purchased this cover as a quick coverup for a britax marathon']"	[[1, 1, 2], [3, 1, 1], [1, 3, 2], [1, 1, 2], [2, 3, 3], [2, 1, 0], [3, 3, 1], [0, 3, 3], [1, 3, 1], [0, 2, 1], [1, 3, 3], [0, 3, 2], [1, 1, 1], [0, 0, 2], [0, 0, 0], [0, 1, 1], [3, 3, 3], [0, 1, 1], [1, 2, 1]]
B006OTD9WC	  Will this wok for 220 voltage? 	  Yes it will 	Baby	http://ecx.images-amazon.com/images/I/31-E3eBREpL._SY300_.jpg	"['Right now the detector is AC and the receiver is DC.', 'But it works just fine with battery.', 'So I need another power supply cord.', ""For some reason, it's not getting power from the plug."", 'We use the plug not batteries.', 'These should be built with a $.10 capacitor to eat up / regulate fluctuations in electrical current.', 'I like that the parent unit can be plugged in or use batteries for more portability.', 'I like that both units plug in to electrical circuit without the need to use batteries.', 'The product description and the product box stated two AC adaptors would be included as accessories.', ""For Some reason the receiver, the one for parents to listen onto, wouldn't work when the Ac adapter is plugged into to it."", ""As stated originally, for the price, it'll due."", 'Upon reading some of the other reviews, I see that I may need to try plugging it into an an outlet by itself.', '(Yes, 88 and LOVES mowing the lawn.)', ""I used it only with the electrical adapters, so I don't know how it works with only the batteries."", ""DON'T WASTE YOUR MONEY!"", 'However, trust the other reviewers that say that these things have an electrical interference buzz.', 'these safety 1st crystal clear audio monitor are ok for the price but if you are looking for a good quality monitor dont get these', 'i bought this as a temporary monitor because i had left my other monitor at home', 'the two channels on these monitors would only ever pick up the other monitor', 'this is the 3rd baby monitor i have purchased for my great granddaughter', 'so i put brand new batteries in and not only did the light stay on but the monitor wouldnt turn off', 'with the cost of the batteries for this i should have paid more and just purchased a better monitor', 'this baby monitor make a lot of buzzing noise', 'i received this monitor for my baby shower', 'for example we had our small fan plugged into the outlet below and the baby monitor receiver was plugged into the upper outlet not quite sure why but when we unplugged our fan the monitor went back to being crystal clear again', 'the monitor is 3 months old and up until this week had only been used with the battery during nap']"	[[0, 0, 3], [1, 1, 2], [0, 0, 0], [0, 1, 0], [2, 0, 1], [1, 3, 0], [0, 0, 2], [2, 0, 0], [0, 1, 1], [1, 0, 1], [0, 0, 2], [0, 1, 0], [3, 0, 0], [1, 1, 1], [0, 3, 2], [1, 1, 0], [3, 0, 0], [3, 0, 0], [0, 1, 1], [0, 0, 0], [0, 1, 0], [0, 0, 1], [1, 0, 0], [2, 0, 0], [2, 0, 1], [1, 1, 2]]
B004FPYG7O	  Would these fit a regular mouth mason jar? 	  I think they're going to be too small 	Baby	http://ecx.images-amazon.com/images/I/41WzR3O9FrL._SY300_.jpg	"['These are the best sippy cups for weening off the bottle .', 'Great replacement for my sippy cups....I wish they would carry them locally.', 'The nuk cups are great.', 'I wish they made these in a hard version that fit on the cup for once the child was ready to transition off the soft spout.', 'I got these for the NUK sippy cup because I saw other reviewers recommend these.', 'Otherwise, it fits my existing Nuk sippy cups fine.', 'I never knew it could be so difficult trying out sippy cups.', 'My daughter loves the nuk cups and spouts.', ""I got these to fit in the NUK bottles and it's the only sippy spout my baby will take."", 'The replacement spouts are great for turning baby bottles into sippy cups.', 'Also would love it if they came in bulk.', 'I love these spouts.', 'Perfect fit.', 'I got these because the actual Nuk cups are difficult to find.', ""When I was trying to introduce my little guy to a sippy cup he didn't seem to get the concept, until I found these soft nipples."", 'I love these spouts!', 'These is a great product it you are trying to get your child from bottle to sippy.', 'these replacement spouts are the perfect fit for the nuk soppy cup', 'after using these for a few months the holes in the spout wore very quickly', 'nuk has replaced these spouts on the market with opaque ugly and greasy colored silicone bpa free spouts for the sippy cups', 'my son has been exclusively on these spouts since he was 6 months old and had no trouble at all switching from the regular bottle nipple', 'i already used the nuk bottles with my baby so all i needed were these spouts to replace the bottle nipples', 'our son went through quite a few of these because he was teething and would bite hikes in them', 'i like these however my son has already bitten through them']"	[[1, 1, 0], [0, 3, 1], [0, 1, 1], [1, 1, 0], [1, 0, 0], [2, 0, 1], [3, 0, 1], [2, 0, 0], [1, 2, 3], [1, 1, 0], [2, 0, 2], [1, 0, 0], [3, 3, 2], [2, 1, 0], [1, 1, 0], [0, 2, 1], [3, 0, 1], [2, 2, 1], [0, 1, 2], [1, 0, 2], [3, 2, 0], [0, 2, 2], [2, 1, 0], [0, 0, 0]]
B003JTF2U2	  Does a Graco LiteRider car seat fit? 	  My baby girl has a graco car seat that fits and click pretty well on the front and the other car seat wich is a safety first brand, fits pretty well in the back 	Baby	http://ecx.images-amazon.com/images/I/51lmaG%2BG4xL._SY300_.jpg	"['We also have the Chicco key fit stroller and car seat and the ease of pushing that stroller is night and day to this one.', 'My Graco snug ride infant car seat fits into it perfectly.', 'Both seats have trays and cupholders, my Graco Snugride fits perfectly on it.', 'It fits our Graco car carrier in the front seat as well.', 'I have a Chicco brand infant car seat that can fit in either the back or front seat with my 2 1/2 yr old in either seat.', 'I purchased another Flex-Loc car seat and this stroller after spending HOURS reading reviews and trying to figure out what would be the best set up for us.', ""Doesn't work with graco snug ride 30."", 'Folds up nicely and this one works perfectly with the baby trend infant car seats.', 'I have a graco 32 snug ride it fits and locks on the tray but does not fit so well toward the stroller seat the red car seat lock in the back seat will not lock but the cars seat seams to be secure.', 'I had been gifted a brand new Baby Trend Flex-Loc car seat upon the discovery of being pregnant again.', 'Go with the Graco Duoglide, for sure, and avoid this waste of money!!!', 'I had tried some of the other options (Graco) at the store, but my daughter (21 months and 90% height) was too big.', 'Although it does accomodate a car seat in the front, the fact that all the heavy weight was in the front made it even MORE difficult to push with the car seat attached.', 'I got this one too to match my Baby Trend Elixir car seat that I had with my jogging stroller.', '-- I put the car seat in the back and my toddler in the front.', 'we got this stroller last fall when our children were 3 12 months and 25 months old', 'after playing with the stroller and finding the safety straps that are conveniently tucked into little side pouches my chicco car seat sat snugly and secured into both the front and rear seat positions', 'easy to maneuver nice fold and storage and two different car seats fit pretty well in there and dont have any problem getting thru any door', 'overall my baby trend sit n stand double stroller is easy to maneuver in an open area easy to control with one hand and easy to use with a compatible infant car seat', 'i did not get a single sit n stand stroller stand because this onewhen my daughter sits in the back with the seat or without she doesnt get kicked by the baby']"	[[0, 0, 1], [3, 2, 2], [3, 2, 2], [3, 3, 1], [1, 3, 1], [2, 0, 2], [3, 2, 2], [3, 0, 2], [3, 2, 1], [2, 0, 0], [0, 1, 2], [3, 1, 1], [1, 1, 2], [2, 1, 0], [3, 1, 2], [0, 1, 0], [0, 1, 2], [3, 1, 2], [2, 3, 2], [2, 0, 0]]
B00D04R1M8	  Does this seat separate from the back as the child gets older ? 	  Yes 	Baby	http://ecx.images-amazon.com/images/I/51o92qR2ABL._SY300_.jpg	"['He likes the cup holders which pull out.', 'I recommended I like that it has the slip in clasp in the front to prevent sliding, I also like how the seat belt is pulled through at the top because it sits better on the shoulder, my son is a little bit little for it and because of how deep it is and the seat belts it fits fine.', 'The seat keeps my sons head from leaning foward while he sleeps.', 'I really like this seat, especially the belt positioners (both over the shoulder and across the lap).', 'My son loves this seat.', 'This booster seat went into the back seat of my Dodge Neon.... perfect.', 'I like the headrest, since it seems just right for him to lean his head on when he nods off.', 'Little tricky to install must be flat on its back.', 'I had to hold the bottom when moving cars otherwise it will easily disengage.', ""I have yet to see her fall asleep in it, but it does recline with the angle of my seat and seems like her head won't slump too much."", 'We bought this seat for our grandson.', 'We have a granddaughter an she is getting bigger so,I start  looking for booster,This one used the car seat belt and she like.', 'That can lead to seat belt syndrome, which can be fatal in children.', 'We purchased this Britax seat for my youngest (age 5) who was ready to get out of his Britax car seat.', 'My son loves this big boy seat - I love the safety factor.', 'He loves this seat.', ""My only complaint is it's semi-annoying to take out of the car because it doesn't stay together as a seat (it doesn't seem to lock in the seat position), but that's clearly not a big hindrance."", 'After it is installed, I notice I can move my arms and legs more when I sit next to my preschooler boy.', 'Your child will love it.', 'love this seat i had a britax seat that was ment to got to 72 lbs of course it dont so needed to move on to a bigger seat this seat is so well made its perfect suck a pretty color i would not put my daughter into anything else then britax', 'this is the second britax seat weve purchased', 'this car seat is more upright so he enjoys looking more things outside cos his eye level is well above the window', 'this seat is light and easy to use', 'the convertible child seat we had was so nice we decided to go with britax again for a booster seat', 'this booster seat is well worth the money', 'it has great head support and the placement of the seat belt guide is perfect', 'sit comfortably on long road trips the style fits any vehicle and its trustworthy knowing your child is protected']"	[[0, 0, 0], [1, 1, 1], [1, 3, 1], [2, 3, 1], [0, 0, 0], [1, 1, 1], [2, 0, 1], [1, 1, 0], [0, 1, 0], [1, 0, 0], [0, 0, 0], [1, 0, 1], [0, 3, 0], [1, 2, 1], [1, 1, 0], [0, 0, 1], [1, 2, 2], [0, 1, 3], [1, 0, 1], [0, 3, 0], [0, 0, 0], [1, 0, 2], [0, 0, 1], [2, 0, 2], [0, 1, 0], [0, 1, 1], [0, 0, 3]]
B008NJLDKG	  Can this carrier be used in the water, like in the pool or at the beach? 	  It's a nylon (parachute) type material so if you are just standing in a pool or whatever, it wouldn't be bad if it got a little wet. No pads, so it would dry quick, but I don't think it's necessarily made for it, so too much chlorine could be a problem if prolonged use in a pool. 	Baby	http://ecx.images-amazon.com/images/I/41rrHgLBOML._SY300_.jpg	"['Getting Wet:  BB can be used in the pool (needs to be rinsed after), BA can get sprinkled on but not submersed.', ""I haven't tried it in water or anything yet but plan to on our next vacation."", 'I was sure the BA would blow BB out of the water.', 'I look forward to using it in the hot Atlanta weather.', ""In cooler weather I just wrap my baby up and he's toasty warm!"", 'I use ie to shade from the sun on the babys face.', ""My LO loves being in it and he doesn't get too warm."", 'I plan on tossing it in the diaper bag for other outings where a stroller is impractical.', 'We did use this in cooler weather, the the skin on our arms was covered.', ""It was great in hot weather--didn't make me sweat as much as I thought I would."", 'That is the main reason that I purchased this carrier.', 'I will be trying it in the pool in a few weeks with my 9 month old as well.', 'I used this carrier on a trip home where we went to a football game and tailgated all day.', 'No big deal if it gets wet.', 'This carrier is amazing.', 'I have tried so many carriers out there and have found problems with them all.', 'This carrier is great if you are wearing something thick underneath but for summer time and at 23lbs+ baby (like my big guy), I would splurge for the other boba carrier with the foam straps.', 'I definitely recommend this carrier.', 'in order to make the pocket reversible in a way that it can store the entire carrier the nonremovable sleeping hood is attached outside of the pocket', 'the buckle hits my neck in an uncomfortable place in the top position and its extremely difficult to slide it down once youve put the baby in the carrier', 'it folds up into a bag about the size of a waterbottle and can be stowed in the side pocket of a diaper bag', 'the seat part is about 2 to 3 inches narrower so babies can sit in it earlier than in the ergo', 'i keep this in the car for running into the store or i put it in the stroller on long walks so when my son wants to be held its easier to push the empty stroller', 'even with adjusting the height and tightness of the buckle in the back it really doesnt help the feeling that the straps may at any moment slip off one of your shoulders', 'i also love the light weight nylon for summer when i am outside playing with my 2 yr old in the water i can wear my 4 mo old in the carrier', 'that said it was hard for me to get the straps tight enough for him to be secure in a back carry and when i did after only 12 hour of wearing he had red marks from the carrier digging in on his legs chest and back', 'the lack of padding was something we were prepared to deal with in return for the small size when folded but the chest strap connects just inside of the edge of the shoulder strap and pulls itself to the edge of the strap creating considerable bulk and digging into whatever body part it happens to be sitting on']"	[[3, 3, 3], [1, 1, 1], [3, 0, 2], [1, 1, 0], [0, 2, 3], [3, 0, 1], [0, 0, 1], [0, 1, 3], [1, 2, 1], [2, 2, 0], [3, 1, 2], [3, 0, 1], [2, 0, 1], [0, 2, 3], [0, 1, 1], [1, 1, 3], [1, 0, 1], [0, 0, 1], [3, 0, 0], [1, 1, 3], [0, 0, 3], [0, 0, 1], [1, 0, 2], [0, 0, 1], [2, 2, 2], [1, 0, 1], [1, 2, 1]]
